jmdict_id,kanji,reading,waller_level,freq_rank,freq_level,audit_level,reason
1401310,相変わらず,あいかわらず,2,927,4,2,As usual — common N2 expression
1608720,追いかける,おいかける,2,931,4,2,To chase — common but N2 compound
1589080,押さえる,おさえる,2,932,4,2,To hold down/suppress — N2
1181390,殴る,なぐる,2,934,4,2,To punch/hit — common but N2
1602370,広げる,ひろげる,2,935,4,3,To spread/widen — common verb from 広い (N5)
1161170,一応,いちおう,2,952,4,2,Just in case/tentatively — common N2
1612040,申し訳ない,もうしわけない,2,986,4,2,Sorry/inexcusable — common but formal N2
1456940,突っ込む,つっこむ,2,1004,4,2,To thrust in/retort — common N2
1478010,討つ,うつ,2,1014,4,2,To strike/attack — N2
1440930,纏める,まとめる,2,1044,4,2,To summarize/put together — common N2
1566450,巫山戯る,ふざける,2,1047,4,2,To joke around — common but N2
1270670,御免,ごめん,2,1062,4,3,Sorry/excuse me — very common from early levels
1599430,中身,なかみ,2,1066,4,2,Contents/inside — common N2
1515580,呆れる,あきれる,2,1069,4,2,To be amazed/appalled — N2
1541560,有難い,ありがたい,2,1099,4,2,Grateful/thankful — N2
1589330,思いつく,おもいつく,2,1103,4,2,To come up with — N2 compound
1441000,転がる,ころがる,2,1104,4,2,To roll/tumble — N2
1266350,呼び出す,よびだす,2,1109,4,2,To call out/summon — N2 compound
1433820,潰す,つぶす,2,1138,4,2,To crush/kill time — N2
1216890,含める,ふくめる,2,1139,4,2,To include — N2
1569880,睨む,にらむ,2,1146,4,2,To glare/stare — N2
1198900,解く,ほどく,2,1149,4,2,To untie/solve — N2
1605280,元々,もともと,2,1150,4,2,Originally — common but N2
1167610,溢れる,あふれる,2,1151,4,2,To overflow — N2
1557650,零れる,こぼれる,2,1152,4,2,To spill — N2
1430930,直後,ちょくご,2,1162,4,2,Immediately after — N2
1179840,応援,おうえん,2,1169,4,2,Support/cheering — common N2
1200490,懐かしい,なつかしい,2,1181,4,2,Nostalgic — N2 adjective
1173710,映る,うつる,2,1200,4,2,To be reflected — N2
1184450,下る,くだる,2,1205,4,2,To go down — N2 (distinct from 下がる N4)
1605940,余所,よそ,2,1212,4,2,Elsewhere/other place — N2
1321530,実力,じつりょく,2,1215,4,2,Actual ability — N2
1259830,見送る,みおくる,2,1223,4,2,To see off/postpone — N2
1305510,仕様がない,しょうがない,2,1228,4,3,Can't be helped — extremely common expression
1598890,飛び込む,とびこむ,2,1235,4,2,To jump in — N2 compound
1011180,,ぶつかる,2,1237,4,2,To bump into — N2
1527010,味わう,あじわう,2,1240,4,2,To taste/experience — N2
1472860,背負う,せおう,2,1243,4,2,To carry on back — N2
1406110,揃う,そろう,2,1248,4,2,To be complete/gathered — N2
1155780,偉い,えらい,2,1254,4,3,Great/admirable — common from early levels
1236170,強引,ごういん,2,1274,4,2,Forceful/pushy — N2
1251880,繋がる,つながる,2,1278,4,2,To be connected — common N2
1008950,,どうせ,2,1291,4,2,Anyway/in any case — N2
1418260,探る,さぐる,2,1303,4,2,To search/probe — N2
1259370,見下ろす,みおろす,2,1317,4,2,To look down on — N2 compound
1519340,暴れる,あばれる,2,1319,4,2,To rampage — N2
1394600,漸く,ようやく,2,1323,4,2,Finally/at last — N2
1600740,挟む,はさむ,2,1328,4,2,To insert/pinch — N2
1516270,崩れる,くずれる,2,1338,4,2,To collapse/crumble — N2
1266550,固まる,かたまる,2,1344,4,2,To harden/solidify — N2
1203310,外れる,はずれる,2,1351,4,2,To come off/miss — N2
1470840,覗く,のぞく,2,1359,4,2,To peek — N2
1471140,派手,はで,2,1387,4,2,Flashy/showy — N2
1145910,,レベル,2,1392,4,3,Level — very common loanword
1538690,油断,ゆだん,2,1396,4,2,Carelessness — N2
1333040,終了,しゅうりょう,2,1406,4,2,End/termination — common N2
1454970,特殊,とくしゅ,2,1435,4,2,Special/unique — N2
1516260,崩す,くずす,2,1437,4,2,To break down/demolish — N2
1414190,大人しい,おとなしい,2,1462,4,2,Quiet/docile — N2
1012510,若しかしたら,もしかしたら,2,1466,4,2,Perhaps/maybe — common but N2 grammar
1236200,強化,きょうか,2,1486,4,2,Strengthening — N2
1264080,言い出す,いいだす,2,1491,4,2,To start saying/bring up — N2 compound
1577985,居る,おる,3,6,5,3,Humble/dialect form of いる — grammar is N3 despite frequency
1305380,仕舞う,しまう,3,14,5,3,Auxiliary verb てしまう — N3 grammar pattern
1530510,無駄,むだ,3,45,5,3,Wasteful — common but N3 vocabulary level
1366770,人間,にんげん,3,58,5,3,Human being — common but abstract concept is N3
1212260,感じる,かんじる,3,59,5,3,To feel/sense — N3 verb (感じ concept)
1307710,姿,すがた,3,64,5,3,Figure/appearance — N3 kanji and concept
1401000,相手,あいて,3,76,5,3,Partner/opponent — N3 compound
1007720,,ちゃんと,3,88,5,4,Properly — very basic adverb taught early
1406150,存在,そんざい,3,102,5,3,Existence — abstract N3 concept
1299030,殺す,ころす,3,106,5,3,To kill — common in fiction but N3 kanji
1359040,信じる,しんじる,3,110,5,3,To believe — N3 verb
1327120,守る,まもる,3,120,5,3,To protect — N3 verb
1344410,助ける,たすける,3,145,5,3,To help/save — N3 (助かる is also N3)
1356700,状況,じょうきょう,3,146,5,3,Situation — N3 compound
1232870,許す,ゆるす,3,148,5,3,To forgive/permit — N3
1205900,確認,かくにん,3,149,5,3,Confirmation — common but N3 kanji
1212250,感じ,かんじ,3,151,5,3,Feeling/impression — N3
1237820,胸,むね,3,155,5,3,Chest/heart — N3 body part
1289070,今回,こんかい,3,161,5,3,This time — common but N3
1550840,離れる,はなれる,3,163,5,3,To separate/leave — N3
1596960,戦う,たたかう,3,171,5,3,To fight — N3
1545820,様子,ようす,3,176,5,3,State/appearance — N3
1188490,何も,なにも,3,179,5,4,Nothing — basic pattern with 何
1549910,理解,りかい,3,181,5,3,Understanding — N3
1489700,表情,ひょうじょう,3,193,5,3,Facial expression — N3
1315840,時,とき,3,202,5,3,Time/when — N3 grammar usage (beyond N5 時)
1356370,情報,じょうほう,3,203,5,3,Information — N3
1591330,気づく,きづく,3,208,5,3,To notice — N3
1590560,可也,かなり,3,210,5,3,Considerably — common but N3 adverb
1211510,完全,かんぜん,3,213,5,3,Complete/perfect — N3
1356730,状態,じょうたい,3,215,5,3,State/condition — N3
1277100,向ける,むける,3,220,5,3,To direct/point — N3
1263510,現れる,あらわれる,3,223,5,3,To appear — N3
1170650,隠す,かくす,3,226,5,3,To hide — N3
1454500,得る,うる,3,232,5,3,To obtain (literary form) — N3
1588760,得る,える,3,233,5,3,To obtain — N3
1594060,幸せ,しあわせ,3,240,5,3,Happiness — N3
1223150,記憶,きおく,3,241,5,3,Memory — N3
1279170,攻撃,こうげき,3,246,5,3,Attack — N3
1534930,黙る,だまる,3,250,5,3,To be silent — N3
1949190,他,た,3,259,5,3,Other — N3 reading/usage
1254690,結果,けっか,3,260,5,3,Result — N3
1544730,与える,あたえる,3,261,5,3,To give (formal) — N3
1364440,神,かみ,3,271,5,3,God — N3 cultural concept
1492570,不思議,ふしぎ,3,273,5,3,Mysterious/strange — N3
1156640,意識,いしき,3,275,5,3,Consciousness — N3
1319750,失う,うしなう,3,280,5,3,To lose — N3
1282100,行動,こうどう,3,281,5,3,Action/behavior — N3
1357990,触れる,ふれる,3,282,5,3,To touch — N3
1394840,全員,ぜんいん,3,285,5,3,Everyone/all members — N3
1386840,絶対,ぜったい,3,288,5,3,Absolute — common but N3 kanji
1254730,結局,けっきょく,3,289,5,3,After all/in the end — N3
1467150,任せる,まかせる,3,292,5,3,To entrust — N3
1600260,残す,のこす,3,295,5,3,To leave behind — N3
2082450,大,だい,3,299,5,3,Large (prefix) — N3 usage as prefix
1491150,不安,ふあん,3,300,5,3,Anxiety — N3
1436540,程度,ていど,3,303,5,3,Degree/extent — N3
1467530,認める,みとめる,3,313,5,3,To recognize/admit — N3
1229350,求める,もとめる,3,315,5,3,To seek/demand — N3
1457040,突然,とつぜん,3,318,5,3,Suddenly — N3
1318000,自身,じしん,3,319,5,3,Oneself — N3
1292300,再び,ふたたび,3,323,5,3,Again — N3 (literary vs また)
1457200,届く,とどく,3,324,5,3,To reach/arrive — N3
1445770,倒す,たおす,3,327,5,3,To defeat/topple — N3
1313960,事実,じじつ,3,334,5,3,Fact — N3
1509480,別に,べつに,3,335,5,3,Not particularly — N3
1399610,想像,そうぞう,3,338,5,3,Imagination — N3
1425790,仲間,なかま,3,340,5,3,Companion — N3
1341210,瞬間,しゅんかん,3,343,5,3,Moment/instant — N3
1535560,目的,もくてき,3,344,5,3,Purpose — N3
1377590,正直,しょうじき,3,353,5,3,Honest — N3
1245280,空,から,3,360,5,3,Empty — N3 reading of 空
1517090,方法,ほうほう,3,361,5,3,Method — N3
1365520,身,み,3,362,5,3,Body/oneself — N3
1320830,実は,じつは,3,364,5,3,Actually — common but N3 expression
1451170,動かす,うごかす,3,370,5,3,To move (something) — N3
1366310,震える,ふるえる,3,371,5,3,To tremble — N3
1351400,笑顔,えがお,3,372,5,3,Smiling face — N3
1220570,期待,きたい,3,373,5,3,Expectation — N3
1530030,無事,ぶじ,3,374,5,3,Safety/without incident — N3
1531330,名,な,3,375,5,3,Name (literary) — N3
1158400,移動,いどう,3,378,5,3,Movement — N3
1551370,立ち上がる,たちあがる,3,386,5,3,To stand up — N3 compound
1258950,肩,かた,3,393,5,3,Shoulder — N3 body part
1313830,事件,じけん,3,396,5,3,Incident/case — N3
1470370,能力,のうりょく,3,398,5,3,Ability — N3
1223680,起こる,おこる,3,402,5,3,To occur — N3
1226960,逆,ぎゃく,3,403,5,3,Reverse/opposite — N3
1470080,納得,なっとく,3,405,5,3,Acceptance/understanding — N3
1235910,叫ぶ,さけぶ,3,407,5,3,To shout — N3
1436730,諦める,あきらめる,3,414,5,3,To give up — N3
1499490,部分,ぶぶん,3,417,5,3,Part/portion — N3
1601890,必死,ひっし,3,418,5,3,Desperate — N3
1156410,意外,いがい,3,420,5,3,Unexpected — N3
1164510,一体,いったい,3,421,5,3,What on earth — N3
1515670,報告,ほうこく,3,422,5,3,Report — N3
1152720,握る,にぎる,3,423,5,3,To grip — N3
1580290,少女,しょうじょ,3,424,5,3,Girl — N3
1331030,周囲,しゅうい,3,425,5,3,Surroundings — N3
1212380,感謝,かんしゃ,3,429,5,3,Gratitude — N3
1600720,激しい,はげしい,3,430,5,3,Intense/fierce — N3
1155150,以前,いぜん,3,433,5,3,Before/previously — N3
1150450,愛する,あいする,3,437,5,3,To love — N3
1196000,過ごす,すごす,3,447,5,3,To spend time — N3
1329650,受け取る,うけとる,3,454,5,3,To receive — N3
1478620,判断,はんだん,3,456,5,3,Judgment — N3
1592100,食う,くう,3,457,5,3,To eat (rough) — N3 register
1284480,合わせる,あわせる,3,460,5,3,To match/combine — N3
1416340,奪う,うばう,3,465,5,3,To rob/seize — N3
1519630,望む,のぞむ,3,467,5,3,To wish/hope — N3
1241880,緊張,きんちょう,3,468,5,3,Tension/nervousness — N3
1229060,救う,すくう,3,471,5,3,To save/rescue — N3
1583260,避ける,さける,3,474,5,3,To avoid — N3
1368370,人生,じんせい,3,478,5,3,Life (human) — N3
1260670,元,もと,3,479,5,3,Origin/base — N3 (beyond N5 元気)
1552140,流れる,ながれる,3,485,5,3,To flow — N3
1582000,敵,てき,3,487,5,3,Enemy — N3
1598530,出会う,であう,3,490,5,3,To meet/encounter — N3
1349170,少年,しょうねん,3,491,5,3,Boy — N3
1247030,繰り返す,くりかえす,3,492,5,3,To repeat — N3
1288340,腰,こし,3,494,5,3,Waist/lower back — N3 body part
1196970,我慢,がまん,3,495,5,3,Patience/endurance — N3
1212330,感覚,かんかく,3,497,5,3,Sense/sensation — N3
1188420,何とか,なんとか,3,500,5,3,Somehow — common but N3
1432410,追う,おう,3,506,5,3,To chase/pursue — N3
1281000,考え,かんがえ,3,510,5,3,Thought/idea — N3
1196030,過去,かこ,3,511,5,3,Past — N3
1212410,感情,かんじょう,3,512,5,3,Emotion — N3
1531940,命,いのち,3,513,5,3,Life — N3
1263710,現実,げんじつ,3,514,5,3,Reality — N3
1607050,我々,われわれ,3,516,5,3,We (formal) — N3
1522750,本人,ほんにん,3,518,5,3,The person in question — N3
1459400,内容,ないよう,3,523,5,3,Contents — N3
1332760,終える,おえる,3,529,5,3,To finish — N3
1410780,態度,たいど,3,531,5,3,Attitude — N3
1375040,勢い,いきおい,3,532,5,3,Momentum/force — N3
1318090,自然,しぜん,3,535,5,3,Nature — N3 (as concept vs N4 adjective)
1428830,眺める,ながめる,3,537,5,3,To gaze at — N3
1277080,向く,むく,3,538,5,3,To face/turn — N3
1163340,一瞬,いっしゅん,3,539,5,3,An instant — N3
1596950,戦い,たたかい,3,542,5,3,Battle — N3
1550830,離す,はなす,3,544,5,3,To separate — N3
1602360,広がる,ひろがる,3,545,5,3,To spread — N3
1498460,武器,ぶき,3,550,5,3,Weapon — N3
1270990,語る,かたる,3,552,5,3,To narrate — N3
1006810,,そっと,3,555,5,3,Quietly/gently — N3
1505070,雰囲気,ふんいき,3,556,5,3,Atmosphere — N3
1448810,当たる,あたる,3,559,5,3,To hit/be applicable — N3
1528490,妙,みょう,3,560,5,3,Strange — N3
1220310,既に,すでに,3,562,5,3,Already (formal) — N3
1591720,協力,きょうりょく,3,564,5,3,Cooperation — N3
1206080,覚悟,かくご,3,566,5,3,Determination/resolve — N3
1533550,面倒,めんどう,3,574,5,3,Troublesome — N3
1544590,余裕,よゆう,3,576,5,3,Margin/composure — N3
1416170,叩く,たたく,3,578,5,3,To strike/knock — N3
1486030,微笑む,ほほえむ,3,579,5,3,To smile — N3
1361330,振る,ふる,3,582,5,3,To wave/swing — N3
1541900,誘う,さそう,3,585,5,3,To invite/lure — N3
1369070,人物,じんぶつ,3,587,5,3,Character/person — N3
1580820,数,かず,3,588,5,3,Number — N3
1314010,事情,じじょう,3,590,5,3,Circumstances — N3
1172590,噂,うわさ,3,592,5,3,Rumor — N3
1419570,断る,ことわる,3,593,5,3,To refuse — N3
1232180,巨大,きょだい,3,594,5,3,Huge/gigantic — N3
1293850,最高,さいこう,3,595,5,3,The best/highest — N3
1275130,効果,こうか,3,597,5,3,Effect — N3
1150410,愛,あい,3,600,5,3,Love — N3
1431110,直接,ちょくせつ,3,601,5,3,Direct — N3
1478200,抜ける,ぬける,3,603,5,3,To come out/escape — N3
1302090,参加,さんか,3,607,5,3,Participation — N3
1629200,王,おう,3,609,5,3,King — N3
1583460,描く,えがく,3,612,5,3,To draw/depict — N3
1530020,無視,むし,3,613,5,3,Ignoring — N3
1351730,詳しい,くわしい,3,615,5,3,Detailed — N3
1179320,奥,おく,3,616,5,3,Interior/depths — N3
1551710,立場,たちば,3,621,5,3,Position/standpoint — N3
1516310,抱える,かかえる,3,627,5,3,To hold/carry — N3
1317110,示す,しめす,3,628,5,3,To show/indicate — N3
1375690,成功,せいこう,3,630,5,3,Success — N3
1584090,抱く,いだく,3,631,5,3,To embrace/harbor — N3
1528060,未来,みらい,3,633,5,3,Future — N3
1482990,否定,ひてい,3,637,5,3,Denial/negation — N3
1263650,現在,げんざい,3,639,5,3,Currently — N3
1224020,輝く,かがやく,3,640,5,3,To shine/sparkle — N3
1555930,涙,なみだ,3,644,5,3,Tears — N3
1514940,暮らす,くらす,3,645,5,3,To live/make a living — N3
1510890,変化,へんか,3,650,5,3,Change — N3
1526860,満足,まんぞく,3,652,5,3,Satisfaction — N3
1532160,命令,めいれい,3,653,5,3,Order/command — N3
1433650,掴む,つかむ,3,658,5,3,To grab/seize — N3
1244320,苦しい,くるしい,3,665,5,3,Painful/hard — N3
1170660,隠れる,かくれる,3,683,5,3,To hide — N3
1535850,戻す,もどす,3,684,5,3,To return/restore — N3
1236750,恐怖,きょうふ,3,687,5,3,Fear/terror — N3
1515120,母親,ははおや,3,688,5,3,Mother — N3 (more formal than お母さん)
1236690,恐ろしい,おそろしい,3,694,5,3,Terrifying — N3
1203270,外す,はずす,3,697,5,3,To remove/miss — N3
1221740,気に入る,きにいる,3,701,5,3,To like/take a liking to — N3
1448860,当てる,あてる,3,703,5,3,To apply/guess — N3
1497680,父親,ちちおや,3,705,5,3,Father — N3 (more formal than お父さん)
1587310,位置,いち,3,710,5,3,Position/location — N3
1408815,打つ,ぶつ,3,712,5,3,To hit — N3
1484150,秘密,ひみつ,3,714,5,3,Secret — N3
1532310,明らか,あきらか,3,717,5,3,Obvious/clear — N3
1469870,悩む,なやむ,3,718,5,3,To worry — N3
1333750,集中,しゅうちゅう,3,719,5,3,Concentration — N3
1590145,影,かげ,3,721,5,3,Shadow — N3
1217950,願う,ねがう,3,724,5,3,To wish — N3
1199720,回復,かいふく,3,725,5,3,Recovery — N3
1552120,流す,ながす,3,726,5,3,To let flow/shed — N3
1005870,凝乎と,じっと,3,727,5,3,Staring fixedly — N3
1002970,かも知れない,かもしれない,3,728,5,3,Maybe — N3 grammar pattern
1420730,地,ち,3,731,5,3,Ground/earth — N3
1516990,方向,ほうこう,3,732,5,3,Direction — N3
1191060,可能,かのう,3,736,5,3,Possible — N3
1361510,新た,あらた,3,737,5,3,New/fresh — N3 (literary vs 新しい)
1593070,越える,こえる,3,745,5,3,To cross/exceed — N3
1601260,馬鹿,ばか,3,746,5,3,Fool — N3 (common but intermediate)
1314680,似合う,にあう,3,754,5,3,To suit/match — N3
1289140,今後,こんご,3,758,5,3,From now on — N3
1219910,希望,きぼう,3,759,5,3,Hope — N3
1540150,友人,ゆうじん,3,765,5,3,Friend (formal) — N3 (formal vs 友達)
1205830,確実,かくじつ,3,766,5,3,Certain/reliable — N3
1231650,去る,さる,3,767,5,3,To leave — N3
1012050,,まあ,3,768,5,3,Well/anyway — common but N3 nuance
1375290,性格,せいかく,3,771,5,3,Personality — N3
1006380,,ずっと,3,772,5,4,Much more/all along — very basic adverb
1365990,進める,すすめる,3,779,5,3,To advance/promote — N3
1363650,真剣,しんけん,3,780,5,3,Serious/earnest — N3
1225630,疑問,ぎもん,3,783,5,3,Question/doubt — N3
1401240,相当,そうとう,3,786,5,3,Considerable — N3
1207230,楽,らく,3,787,5,3,Easy/comfortable — N3
1264650,限界,げんかい,3,788,5,3,Limit — N3
1600270,乗せる,のせる,3,790,5,3,To place on/give a ride — N3
1205780,確かめる,たしかめる,3,792,5,3,To confirm/verify — N3
1225510,疑う,うたがう,3,795,5,3,To doubt/suspect — N3
1375790,成長,せいちょう,3,797,5,3,Growth — N3
1174890,鋭い,するどい,3,798,5,3,Sharp — N3
1587300,痛み,いたみ,3,799,5,3,Pain — N3
1496670,婦人,ふじん,3,6004,1,3,Lady/woman (formal) — standard N3 formal term
1242300,近頃,ちかごろ,3,6017,1,3,Recently — standard N3 time word
1464250,日中,にっちゅう,3,6024,1,3,Daytime — standard N3
1208270,活気,かっき,3,6032,1,3,Vitality/liveliness — N3
1410410,帯,おび,3,6035,1,3,Belt/sash — N3 cultural item
1506870,塀,へい,3,6040,1,3,Fence/wall — standard N3
1533330,綿,めん,3,6046,1,3,Cotton — N3 material
1206800,学者,がくしゃ,3,6057,1,3,Scholar — standard N3
1189500,価格,かかく,3,6074,1,3,Price — N3 (more formal than 値段)
1234080,競技,きょうぎ,3,6096,1,3,Competition/athletic event — N3
1042200,,キャンプ,3,6104,1,3,Camp — standard N3 loanword
1437310,笛,ふえ,3,6109,1,3,Flute/whistle — N3
1554280,料金,りょうきん,3,6117,1,3,Fee/charge — N3
1259390,見解,けんかい,3,6130,1,2,Opinion/view — somewhat formal, closer to N2
1360410,審判,しんぱん,3,6146,1,3,Judgment/referee — N3
1005480,頻りに,しきりに,3,6148,1,3,Frequently/eagerly — N3 adverb
1022210,,インク,3,6152,1,3,Ink — N3 loanword
1604690,見舞い,みまい,3,6168,1,3,Visiting the sick — N3
1363050,申し訳,もうしわけ,3,6169,1,3,Apology — N3
1257500,建築,けんちく,3,6200,1,3,Architecture/construction — N3
1590200,籠,かご,3,6250,1,3,Basket/cage — N3
1477680,発達,はったつ,3,6251,1,3,Development — N3
1594480,支払い,しはらい,3,6261,1,3,Payment — N3
1606450,労働,ろうどう,3,6265,1,3,Labor — N3
1582870,年月,としつき,3,6272,1,3,Years/time — N3
1229200,救助,きゅうじょ,3,6274,1,3,Rescue — N3
1330450,需要,じゅよう,3,6280,1,2,Demand (economic) — more N2 level
1204330,害,がい,3,6293,1,3,Harm/damage — N3
1358690,食糧,しょくりょう,3,6304,1,3,Food/provisions — N3
1179040,汚染,おせん,3,6318,1,3,Pollution/contamination — N3
1365460,診察,しんさつ,3,6320,1,3,Medical examination — N3
1349520,承認,しょうにん,3,6338,1,2,Approval/authorization — more formal N2
1443970,兎,うさぎ,3,6355,1,3,Rabbit — N3
1562800,湾,わん,3,6397,1,3,Bay/gulf — N3
1075040,,センター,3,6411,1,3,Center — N3 loanword
1236500,強盗,ごうとう,3,6424,1,3,Robbery — N3
1533340,綿,わた,3,6441,1,3,Cotton/padding — N3
1253410,劇場,げきじょう,3,6451,1,3,Theater — N3
1243020,金銭,きんせん,3,6488,1,2,Money (formal) — somewhat formal N2
1430220,頂上,ちょうじょう,3,6489,1,3,Summit/top — N3
1367380,人工,じんこう,3,6491,1,3,Artificial — N3
1337300,宿泊,しゅくはく,3,6497,1,3,Lodging — N3
1445360,土産,みやげ,3,6525,1,3,Souvenir — N3
1406710,損害,そんがい,3,6539,1,3,Damage/loss — N3
1254020,欠席,けっせき,3,6542,1,3,Absence — N3
1487770,筆,ふで,3,6549,1,3,Brush — N3
1208920,株,かぶ,3,6559,1,3,Stock/shares — N3
1344030,書斎,しょさい,3,6563,1,3,Study room — N3
1351040,省く,はぶく,3,6589,1,3,To omit — N3
1326320,主要,しゅよう,3,6593,1,3,Main/principal — N3
1430670,直ちに,ただちに,3,6618,1,3,Immediately — N3
1298960,札,さつ,3,6644,1,3,Bill/note (money) — N3
1477390,発行,はっこう,3,6649,1,3,Publication/issue — N3
1477910,発明,はつめい,3,6673,1,3,Invention — N3
1197710,芽,め,3,6677,1,3,Bud/sprout — N3
1203540,外交,がいこう,3,6707,1,2,Diplomacy — more formal N2
1343640,署名,しょめい,3,6710,1,3,Signature — N3
1361000,心理,しんり,3,6727,1,3,Psychology — N3
1309460,思わず,おもわず,3,6734,1,3,Involuntarily — N3
1101260,,パイロット,3,6750,1,3,Pilot — N3 loanword
1105360,,ビデオ,3,6759,1,3,Video — N3 loanword
1168190,印刷,いんさつ,3,6761,1,3,Printing — N3
1473460,梅,うめ,3,6769,1,3,Plum — N3
1612920,轢く,ひく,3,6775,1,3,To run over — N3
1582290,灯,ひ,3,6782,1,3,Light/lamp — N3
1206650,学期,がっき,3,6801,1,3,School term — N3
1414850,大部分,だいぶぶん,3,6814,1,3,Most/majority — N3
1532750,迷子,まいご,3,6823,1,3,Lost child — N3
1242850,金庫,きんこ,3,6826,1,3,Safe/vault — N3
1468950,年代,ねんだい,3,6844,1,3,Era/decade — N3
1259930,見当,けんとう,3,6846,1,3,Estimate/guess — N3
1101120,,パイプ,3,6849,1,3,Pipe — N3 loanword
1086410,,トランプ,3,6865,1,3,Playing cards — N3 loanword
1260330,軒,のき,3,6875,1,3,Eaves/counter for houses — N3
1386350,節約,せつやく,3,6877,1,3,Economizing — N3
1261140,原,はら,3,6888,1,3,Field/plain — N3
1547710,来,らい,3,6902,1,3,Next/coming (prefix) — N3
1394250,善,ぜん,3,6906,1,3,Good/virtue — N3
1438970,天候,てんこう,3,6920,1,3,Weather — N3
1515340,包み,つつみ,3,6924,1,3,Parcel/package — N3
1321650,芝生,しばふ,3,6932,1,3,Lawn — N3
1393090,前者,ぜんしゃ,3,6939,1,3,The former — N3
1381320,請求,せいきゅう,3,6946,1,3,Billing/claim — N3
1414650,大統領,だいとうりょう,3,6949,1,3,President (of country) — N3
1443320,電子,でんし,3,6957,1,3,Electron/electronic — N3
1427170,貯金,ちょきん,3,6968,1,3,Savings — N3
1591400,寄付,きふ,3,6970,1,3,Donation — N3
1188270,何か,なにか,3,6980,1,4,Something — very basic (should be N4)
1312720,資源,しげん,3,6985,1,3,Resources — N3
1591660,共同,きょうどう,3,7017,1,3,Joint/cooperative — N3
1580490,乗客,じょうきゃく,3,7032,1,3,Passenger — N3
1297980,作法,さほう,3,7044,1,3,Manners/etiquette — N3
1612530,一人一人,ひとりひとり,3,7053,1,3,Each person — N3
1342220,順,じゅん,3,7057,1,3,Order/turn — N3
1198430,会計,かいけい,3,7059,1,3,Accounting/bill — N3
1451900,同一,どういつ,3,7062,1,3,Same/identical — N3
1288640,骨折,こっせつ,3,7071,1,3,Bone fracture — N3
1382100,税金,ぜいきん,3,7073,1,3,Tax — N3
1310130,支給,しきゅう,3,7078,1,2,Provision/supply — formal N2
1290390,混雑,こんざつ,3,7092,1,3,Congestion — N3
1559260,連れ,つれ,3,7097,1,3,Companion — N3
1297950,作物,さくもつ,3,7108,1,3,Crop — N3
1349860,松,まつ,3,7133,1,3,Pine tree — N3
1464030,日光,にっこう,3,7160,1,3,Sunlight — N3
1198530,会合,かいごう,3,7161,1,2,Meeting/assembly — formal N2
1397620,組合,くみあい,3,7162,1,3,Union/association — N3
1525780,万一,まんいち,3,7167,1,3,By any chance — N3
1231890,居眠り,いねむり,3,7172,1,3,Dozing off — N3
1367680,人ごみ,ひとごみ,3,7175,1,3,Crowd — N3
1123440,,ボート,3,7223,1,3,Boat — N3 loanword
1114640,,ブレーキ,3,7246,1,3,Brake — N3 loanword
1192270,家賃,やちん,3,7273,1,3,Rent — N3
1147220,,ロケット,3,7306,1,3,Rocket — N3 loanword
1544520,余分,よぶん,3,7328,1,3,Surplus/extra — N3
1922780,不,ふ,3,7334,1,3,Non-/un- (prefix) — N3
1253180,迎え,むかえ,3,7338,1,3,Greeting/meeting — N3
1420680,知能,ちのう,3,7340,1,3,Intelligence — N3
1326160,主婦,しゅふ,3,7377,1,3,Housewife — N3
2855585,,ピン,3,7389,1,3,Pin — N3 loanword
1032390,,オーバー,3,7401,1,3,Over/overcoat — N3 loanword
1445980,党,とう,3,7404,1,3,Political party — N3
1473140,配達,はいたつ,3,7446,1,3,Delivery — N3
1470660,農業,のうぎょう,3,7457,1,3,Agriculture — N3
1470620,農家,のうか,3,7461,1,3,Farmer/farmhouse — N3
1429850,長期,ちょうき,3,7513,1,3,Long-term — N3
1447320,投票,とうひょう,3,7522,1,3,Voting — N3
1377080,正午,しょうご,3,7526,1,3,Noon — N3
1222170,気候,きこう,3,7546,1,3,Climate — N3
1190710,可,か,3,7551,1,3,Acceptable/possible — N3
1491370,不可,ふか,3,7598,1,3,Impossible/unacceptable — N3
1288080,黒板,こくばん,3,7601,1,3,Blackboard — N3
1437500,適用,てきよう,3,7658,1,3,Application (of rules) — N3
1226020,議員,ぎいん,3,7669,1,3,Legislator — N3
1397100,粗末,そまつ,3,7685,1,3,Crude/rough — N3
1019450,,アルバム,3,7719,1,3,Album — N3 loanword
1207130,学問,がくもん,3,7731,1,3,Learning/scholarship — N3
1467950,熱中,ねっちゅう,3,7737,1,3,Enthusiasm/absorption — N3
1314270,事務,じむ,3,7762,1,3,Office work — N3
1512360,便,びん,3,7772,1,3,Flight/mail — N3
1561840,論文,ろんぶん,3,7786,1,3,Academic paper — N3
1414360,大戦,たいせん,3,7789,1,3,Great war — N3
1590600,科目,かもく,3,7837,1,3,Subject/course — N3
1577650,管,かん,3,7843,1,3,Pipe/tube — N3
1106530,,ピクニック,3,7861,1,3,Picnic — N3 loanword
2844121,,ライター,3,7862,1,3,Lighter — N3 loanword
1433090,通学,つうがく,3,7876,1,3,Commuting to school — N3
1312250,試し,ためし,3,7892,1,3,Trial/test — N3
1533130,免許,めんきょ,3,7893,1,3,License — N3
1223330,記入,きにゅう,3,7903,1,3,Entry/filling in — N3
1514420,歩道,ほどう,3,7926,1,3,Sidewalk — N3
